company,category,category_source
Thornhill Park Primary School,Education - Schools & Training,original
ThoughtWorks Australia Pty Ltd,Information Technology & Software,inferred
thyssenkrupp Materials Australia Pty Ltd,Manufacturing & Industrial,inferred
TIBRA GLOBAL SERVICES PTY LIMITED,Banking & Financial Services,inferred
Ticketmaster Australasia Pty Ltd,"Media, Entertainment & Creative",inferred
Tiernan Veterinary Holdings,"Healthcare, Medical & Pharmaceutical",original
TIFFANY & CO. (AUSTRALIA) PTY. LTD.,Consumer Goods & Retail,inferred
Tigermed Australia Pty Ltd,"Healthcare, Medical & Pharmaceutical",inferred
TIKTOK AUSTRALIA PTY LTD,Information Technology & Software,inferred
TILBURG PTY LTD,Unknown / To Check,unresolved
Timboon & District Health Care Service,"Healthcare, Medical & Pharmaceutical",original
Timbrebongie House Limited,"Aged Care, Disability & Social Services",inferred
TISMOR HEALTH & WELLNESS PTY LIMITED,"Healthcare, Medical & Pharmaceutical",original
TITAN ICT PTY LTD,Information Technology & Software,inferred
TITAN RECRUITMENT PTY LTD,"Recruitment, HR & Labour Hire",original
TJX AUSTRALIA PTY LTD,Consumer Goods & Retail,inferred
TOHO GAS AUSTRALIA PTY LTD,"Mining, Resources & Energy",original
Tokio Marine Management (Australasia) Pty Ltd,Insurance,inferred
Tokyo Gas Australia Pty Ltd,"Mining, Resources & Energy",original
TOLL HOLDINGS PTY LIMITED,Transport & Logistics,inferred
TOMAGO ALUMINIUM COMPANY PTY LTD,"Mining, Resources & Energy",inferred
TONER PTY LTD,Unknown / To Check,unresolved
TONY ISGROVE PAINTING & DECORATING SPECIALISTS PTY LTD,Engineering & Construction,inferred
TORRENS GLOBAL EDUCATION SERVICES PTY LTD,Education - Schools & Training,original
TORRENS UNIVERSITY AUSTRALIA LIMITED,Education - Universities & Higher Ed,original
Toshiba (Australia) Pty Ltd,Manufacturing & Industrial,inferred
TOSHIBA INTERNATIONAL CORPORATION PTY LTD,Manufacturing & Industrial,inferred
TOTALENERGIES EP AUSTRALIA,"Mining, Resources & Energy",inferred
Tourism holdings Australia Pty limited,"Hospitality, Travel & Tourism",original
TOWERS WATSON AUSTRALIA PTY LTD,"Consulting, Accounting & Professional Services",inferred
TOWNSVILLE CHRISTIAN EDUCATION ASSOCIATION LIMITED,Education - Schools & Training,original
Toyo Tyre & Rubber Australia Limited,Automotive,inferred
TOYOTA FINANCE AUSTRALIA LTD,Automotive,original
Toyota Material Handling Australia Pty Limited,Automotive,original
Toyota Motor Corporation Australia Limited,Automotive,original
TOYOTA TSUSHO (AUSTRALASIA) PTY. LIMITED,Automotive,original
TOYOTA TSUSHO SOUTH PACIFIC HOLDINGS PTY LTD,Automotive,original
TPG TELECOM LIMITED,Telecommunications,original
TPW GROUP SERVICES PTY LTD,Unknown / To Check,unresolved
Tquila ANZ Pty Ltd,Information Technology & Software,inferred
Tracc Civil Pty Ltd,Engineering & Construction,original
TRACEY BRUNSTROM AND HAMMOND PTY LTD,"Consulting, Accounting & Professional Services",inferred
TRADE-WIND AUSTRALIA PTY LTD,Unknown / To Check,unresolved
Trafalgar High School,Education - Schools & Training,original
Trafford Group Pty Ltd,Automotive,original
Trans-Ax Health Care Pty Ltd,"Healthcare, Medical & Pharmaceutical",original
TRANSCAL HOLDINGS PTY LTD,Unknown / To Check,unresolved
TRANSDEV AUSTRALASIA PTY LTD,Transport & Logistics,inferred
Translationz Pty Ltd,"Consulting, Accounting & Professional Services",inferred
Transport Service of New South Wales,Transport & Logistics,original
TRANSURBAN LIMITED,Transport & Logistics,inferred
TRANZBLAST COATING SERVICES (AUST) PTY LTD,Manufacturing & Industrial,inferred
TRARALGON COLLEGE,Education - Schools & Training,original
Treasury Wine Estates Vintners Limited,"Hospitality, Travel & Tourism",original
TREND MICRO AUSTRALIA PTY LTD,Information Technology & Software,inferred
Trevi Australia Pty Ltd,Engineering & Construction,inferred
Tridant Pty Ltd,Information Technology & Software,inferred
TRIDECA PTY LTD,Unknown / To Check,unresolved
TRIMBLE AUSTRALIA SOLUTIONS PTY LTD,Information Technology & Software,original
TRIMEX PTY LTD,Unknown / To Check,unresolved
TRINITY WINDOWS CONTRACTING PTY LTD,Engineering & Construction,original
TripAdvisor Australia Pty Limited,"Hospitality, Travel & Tourism",inferred
TROPICAL ALMOND DEVELOPMENT (PTC) LTD,Real Estate & Property,original
TRUCK CENTRE (WA) PTY LTD,Automotive,inferred
Truganina P-9 College,Education - Schools & Training,original
TSA RILEY PTY LTD,"Consulting, Accounting & Professional Services",inferred
TSS TOTAL SURVEYING SOLUTIONS PTY LTD,Engineering & Construction,original
TUFF GROUP HOLDINGS PTY LTD,Unknown / To Check,unresolved
Tully Sugar Limited,"Agriculture, Food & Beverage",original
Turner & Townsend Pty Ltd,"Consulting, Accounting & Professional Services",inferred
Tutt Bryant Group Limited,Engineering & Construction,inferred
Tweddle Child & Family Health Service,"Healthcare, Medical & Pharmaceutical",original
TWEED SHIRE COUNCIL,Government & Public Sector,original
TYNAN MOTORS PTY LTD,Automotive,inferred
TYPSA Pty Ltd,Engineering & Construction,inferred
TYRE AND AUTO PTY LTD,Automotive,inferred
Tyro Payments Limited,Banking & Financial Services,original
UA Australia Pty Ltd,Consumer Goods & Retail,inferred
Uber Australia Pty Ltd,Transport & Logistics,inferred
UBS AG,Banking & Financial Services,original
Ucorp Pty Ltd,Unknown / To Check,unresolved
UGL ENGINEERING PTY LIMITED,Engineering & Construction,original
Ultra Tune Australia Pty. Ltd.,Automotive,inferred
Ultradata Australia Pty Ltd,Information Technology & Software,inferred
ULTRARAD PTY LTD,"Healthcare, Medical & Pharmaceutical",inferred
UNICHI WELLNESS PTY LTD,Consumer Goods & Retail,inferred
Unilever Australia Limited,Consumer Goods & Retail,original
UNIPART GROUP AUSTRALIA PTY LTD,Transport & Logistics,inferred
UNIQLO Australia Pty Ltd,Consumer Goods & Retail,inferred
Unispace Global Pty Ltd,Architecture & Design,inferred
UNITING (NSW.ACT),"Religious, Charitable & Non-profit",original
Uniting Church Homes,"Religious, Charitable & Non-profit",original
UNIVERSAL CRANES PTY LTD,Manufacturing & Industrial,inferred
UNIVERSAL LIGHTING AND AUDIO (U.L.A.) PTY LTD,Automotive,original
Universal Music Australia Pty Limited,"Media, Entertainment & Creative",original
Universal Pictures International Australia Pty Ltd,"Media, Entertainment & Creative",inferred
Universal Property Group Pty Limited,Real Estate & Property,original
University of Ca nberra,Education - Universities & Higher Ed,original
University of Melbourne,Education - Universities & Higher Ed,original
University of New South Wales,Education - Universities & Higher Ed,original
University of South Australia,Education - Universities & Higher Ed,original
University of Southern Queensland,Education - Universities & Higher Ed,original
UNIVERSITY OF TASMANIA,Education - Universities & Higher Ed,original
UNIVERSITY OF TECHNOLOGY SYDNEY,Education - Universities & Higher Ed,original
UNIVERSITY OF THE SUNSHINE COAST,Education - Universities & Higher Ed,original
University of Western Australia,Education - Universities & Higher Ed,original
Upguard Pty Limited,Information Technology & Software,inferred
UPH Investments Pty Ltd,Banking & Financial Services,original
UPS PTY. LTD,Transport & Logistics,inferred
UPSKILLED PTY LTD,Education - Schools & Training,inferred
URBIS PTY LTD,Architecture & Design,inferred
UST Global (Singapore) Pte Ltd,Information Technology & Software,inferred
V Ahuja & Others,Unknown / To Check,unresolved
V-B GRANITE (AUST) PTY LTD,Manufacturing & Industrial,inferred
Valkstone Primary School,Education - Schools & Training,original
VALMEC AUSTRALIA PTY LTD,Engineering & Construction,inferred
Valmet Pty Ltd,Manufacturing & Industrial,inferred
Vanderlande Industries Australia Pty Ltd,Manufacturing & Industrial,original
VANGUARD INVESTMENTS AUSTRALIA LTD,Banking & Financial Services,original
Vanguard Logistics Service (Aust) Pty Ltd,Transport & Logistics,original
Varian Medical Systems Australasia Pty Ltd,"Healthcare, Medical & Pharmaceutical",original
VAST RENEWABLES LIMITED,"Mining, Resources & Energy",inferred
VAULT MINERALS LIMITED,"Mining, Resources & Energy",original
VAWDREY AUSTRALIA PTY LTD,Automotive,inferred
VCCP Pty Ltd,Marketing & Advertising,inferred
VEE H AVIATION PTY LTD,Aviation & Aerospace,original
VEEAM PTY LTD,Information Technology & Software,inferred
VEHICLE REPAIRHI_JB PTY LIMITED,Automotive,inferred
VEITCH LISTER CONSULTING PTY LTD.,"Consulting, Accounting & Professional Services",original
Velocity Vehicle Group Australia Pty Ltd,Automotive,inferred
VELRADA CAPITAL PTY LTD,Banking & Financial Services,original
Ventia Australia Pty Ltd,Engineering & Construction,original
VEOLIA ENVIRONMENTAL SERVICES (AUSTRALIA) PTY LTD,Manufacturing & Industrial,inferred
VEOLIA WATER TECHNOLOGIES (AUSTRALIA) PTY LTD,Information Technology & Software,original
VERBREC LTD,Engineering & Construction,inferred
VERIFONE AUSTRALIA (HAPL) PTY LTD,Information Technology & Software,inferred
Verint Systems (Australia) Pty Ltd,Information Technology & Software,original
VERIS AUSTRALIA PTY LTD,Engineering & Construction,inferred
Verizon Australia Pty Ltd,Telecommunications,inferred
Versent Pty Ltd,Information Technology & Software,inferred
VERTECH GROUP PTY LTD,Engineering & Construction,inferred
Vertex Pharmaceuticals (Australia) Pty Ltd,"Healthcare, Medical & Pharmaceutical",inferred
Very Special Kids,"Religious, Charitable & Non-profit",inferred
VESTA HOMES PTY LTD,Engineering & Construction,inferred
VESTAS - AUSTRALIAN WIND TECHNOLOGY PTY. LIMITED,"Mining, Resources & Energy",inferred
Vestone Capital Pty Ltd,Banking & Financial Services,original
VetPartners Australia PTY LTD,"Healthcare, Medical & Pharmaceutical",inferred
VGW Holdings Limited,"Media, Entertainment & Creative",inferred
Victor Chang Cardiac Research Institute Limited,"Healthcare, Medical & Pharmaceutical",inferred
VICTORIA AMATEUR TURF CLUB (INCORPORATING) THE MELBOURNE RACING,"Media, Entertainment & Creative",inferred
VICTORIA INTERNATIONAL CONTAINER TERMINAL LIMITED,Transport & Logistics,inferred
VICTORIA LEGAL AID,Legal Services,original
Victoria University,Education - Universities & Higher Ed,original
VICTORIAN ELECTORAL COMMISSION,Government & Public Sector,original
VICTORIAN GAMBLING AND CASINO CONTROL COMMISSION,Government & Public Sector,original
VICTORIAN INSTITUTE OF FORENSIC MEDICINE,"Healthcare, Medical & Pharmaceutical",original
VICTORIAN INSTITUTE OF FORENSIC MENTAL HEALTH,"Healthcare, Medical & Pharmaceutical",original
Victorian Institute of Sport Limited,Government & Public Sector,inferred
VILLAGE ROADSHOW PTY LTD,"Media, Entertainment & Creative",inferred
VINAY POTUMI_JTHU & KAVITHA KAKKIRALA,Unknown / To Check,unresolved
Vinidex Pty Ltd,Manufacturing & Industrial,inferred
VINTECH SYSTEMS PTY LTD,Information Technology & Software,original
Virgin Australia Airlines Pty Ltd.,Aviation & Aerospace,original
VIRIDIS AG SERVICES PTY LIMITED,"Agriculture, Food & Beverage",inferred
VISA AP (AUSTRALIA) PTY LTD,Banking & Financial Services,original
Viscofan Globus Australia Pty Ltd,"Agriculture, Food & Beverage",inferred
VISION AUSTRALIA LIMITED,"Aged Care, Disability & Social Services",inferred
Visionstream Pty Limited,Telecommunications,inferred
VISY GLASS OPERATIONS (AUSTRALIA) PTY LTD,Manufacturing & Industrial,inferred
VISY PULP AND PAPER PTY. LTD.,Manufacturing & Industrial,inferred
Viterra Australia Pty Ltd,"Agriculture, Food & Beverage",inferred
VITROCSA AUSTRALIA PTY LTD,Manufacturing & Industrial,inferred
Viva Energy Australia Pty Ltd,"Mining, Resources & Energy",original
VIVABILITY LIMITED,"Aged Care, Disability & Social Services",inferred
Vivienne Court Trading Pty Ltd,Banking & Financial Services,inferred
Vivir Healthcare Pty Ltd,"Healthcare, Medical & Pharmaceutical",original
VMWARE AUSTRALIA PTY LTD,Information Technology & Software,original
Vocus Pty Ltd,Telecommunications,inferred
VOESTALPINE RAILWAY SYSTEMS AUSTRALIA PTY LTD,Information Technology & Software,original
Voith Turbo Pty. Ltd,Manufacturing & Industrial,inferred
VOLGREN AUSTRALIA PTY. LIMITED,Automotive,inferred
VOLKSWAGEN GROUP AUSTRALIA PTY LTD,Automotive,original
VOLVO GROUP AUSTRALIA PTY LTD,Automotive,original
Volz (Australia) Pty Ltd,Unknown / To Check,unresolved
Vopak Terminals Sydney Pty Ltd,Transport & Logistics,inferred
Voyager Tennis Pty Ptd,"Hospitality, Travel & Tourism",inferred
VOYAGES INDIGENOUS TOURISM AUSTRALIA PTY LTD,"Hospitality, Travel & Tourism",original
VSL AUSTRALIA PTY LTD,Engineering & Construction,inferred
W T G PTY LTD,Unknown / To Check,unresolved
W.W. WEDDERBURN PTY LTD,Manufacturing & Industrial,inferred
WA Country Health Service,"Healthcare, Medical & Pharmaceutical",original
WABTEC CONTROL SYSTEMS PTY LTD,Information Technology & Software,original
Wallace International Pty Ltd,Transport & Logistics,inferred
WALLAN SECONDARY COLLEGE,Education - Schools & Training,original
WALLENIUS WILHELMSEN OCEAN AS,Transport & Logistics,inferred
Ward 6 Pty Ltd,Unknown / To Check,unresolved
WARD CIVIL AND ENVIRONMENTAL ENGINEERING PTY LTD,Engineering & Construction,original
WARRIGAL CARE LIMITED,"Aged Care, Disability & Social Services",inferred
WARRINGA PARK SCHOOL,Education - Schools & Training,original
wartsila,Manufacturing & Industrial,inferred
WATER CORPORATION,Government & Public Sector,inferred
WATER TECHNOLOGY PTY LTD,Engineering & Construction,inferred
WATERS AUSTRALIA PTY LIMITED,"Healthcare, Medical & Pharmaceutical",inferred
WATPAC LIMITED,Engineering & Construction,inferred
WAYI SCHOOL,Education - Schools & Training,original
WAYMARK HOTEL GROUP MANAGEMENT PTY LIMITED,"Hospitality, Travel & Tourism",original
WAYSS LTD,"Aged Care, Disability & Social Services",inferred
We Are Social Pty Ltd,Marketing & Advertising,inferred
WE-DO-IT PTY LTD,Unknown / To Check,unresolved
WE-WORK AUSTRALIA PTY LTD,Real Estate & Property,inferred
Weatherford Australia Pty Limited,Automotive,original
WEBBER DESIGN PTY LTD,Engineering & Construction,inferred
Webuild,Engineering & Construction,inferred
WEIR MINERALS AUSTRALIA LTD,"Mining, Resources & Energy",original
Wekare Disability Support Group PTY LTD,"Aged Care, Disability & Social Services",original
Werfen Australia Pty Ltd,"Healthcare, Medical & Pharmaceutical",inferred
WERRIBEE SECONDARY COLLEGE,Education - Schools & Training,original
WESFARMERS CHEMICALS ENERGY & FERTILISERS LIMITED,"Mining, Resources & Energy",original
Wesley Community Services Ltd,"Religious, Charitable & Non-profit",original
WESLEY MISSION QUEENSLAND,"Religious, Charitable & Non-profit",original
West Australian Ballet Company Inc,"Media, Entertainment & Creative",inferred
West Australian Symphony Orchestra P/L,"Media, Entertainment & Creative",inferred
West Gippsland Healthcare Group,"Healthcare, Medical & Pharmaceutical",original
West Tamworth League Club Limited,"Hospitality, Travel & Tourism",inferred
West To West Carpentry Services Pty Ltd,Engineering & Construction,inferred
WEST WIMMERA HEALTH SERVICE,"Healthcare, Medical & Pharmaceutical",original
Westall Primary School,Education - Schools & Training,original
Westall Secondary College,Education - Schools & Training,original
Western Australia Police Force,Government & Public Sector,inferred
WESTERN AUSTRALIAN INSTITUTE OF SPORT INCORPORATED,Government & Public Sector,inferred
WESTERN AUSTRALIAN VETERINARY EMERGENCY AND CRITICAL CARE SERVICES PTY LTD,"Healthcare, Medical & Pharmaceutical",original
WESTERN AUTISTIC SCHOOL,Education - Schools & Training,original
WESTERN CITY AND AEROTROPOLIS AUTHORITY (WCAA),Government & Public Sector,original
WESTERN DESERT NGANAMPA WALYTJA PALYANTJAKU TJUTAKU ABORIGINAL CORPORATION,"Healthcare, Medical & Pharmaceutical",inferred
WESTERN DISTRICT HEALTH SERVICE,"Healthcare, Medical & Pharmaceutical",original
Western Health,"Healthcare, Medical & Pharmaceutical",original
Western NSW Local Health District,"Healthcare, Medical & Pharmaceutical",original
WESTERN SYDNEY LOCAL HEALTH DISTRICT,"Healthcare, Medical & Pharmaceutical",original
western sydney university,Education - Universities & Higher Ed,original
WESTGROVE PRIMARY SCHOOL,Education - Schools & Training,original
Westmead Institute for Medical Research Ltd,"Healthcare, Medical & Pharmaceutical",original
WESTONWILLIAMSON&PARTNERS PTY LTD,Architecture & Design,inferred
Westpac Banking Corporation,Banking & Financial Services,original
WESTRAC PTY LTD,Manufacturing & Industrial,inferred
WestVETS Animal Hospitals,"Healthcare, Medical & Pharmaceutical",inferred
Wetspot Consolidated (VIC) PTY LTD,Unknown / To Check,unresolved
Whispir Australia Pty Ltd,Information Technology & Software,inferred
White Fox Boutique Pty Ltd,Consumer Goods & Retail,inferred
Whitehaven Coal Mining Limited,"Mining, Resources & Energy",original
Whitehorse Motors Pty Ltd,Automotive,inferred
WHITTLESEA SECONDARY COLLEGE,Education - Schools & Training,original
WIDE-FORM PTY LTD,Unknown / To Check,unresolved
WILHELMSEN PORT SERVICES (AUSTRALIA) PTY LTD,Transport & Logistics,original
WILLIAM BUCK SERVICES (NSW) PTY LIMITED,"Consulting, Accounting & Professional Services",inferred
William Grant & Sons Australia Pty Ltd,"Agriculture, Food & Beverage",inferred
WILLOUGHBY CITY COUNCIL,Government & Public Sector,original
